age,job,marital,education,default,balance,housing,loan,duration,y
5.477225575051661,yes,yes,yes,no,34.942810419312295,yes,no,16.703293088490067,yes
6.928203230275509,yes,yes,yes,no,16.3707055437449,yes,no,21.400934559032695,yes
6.708203932499369,yes,non,yes,no,38.80721582386451,no,no,19.1049731745428,yes
7.0,yes,non,yes,no,0.0,no,no,20.29778313018444,yes
6.928203230275509,yes,yes,yes,no,0.0,no,yes,20.760539492026695,yes
6.324555320336759,yes,yes,yes,no,21.748563170931547,yes,no,19.570385790780925,yes
7.3484692283495345,yes,yes,yes,no,44.02272140611028,no,yes,23.473389188611005,yes
7.14142842854285,yes,non,yes,no,2.23606797749979,no,no,24.49489742783178,yes
5.744562646538029,yes,yes,yes,no,0.0,no,no,21.307275752662516,yes
7.615773105863909,yes,yes,yes,no,12.041594578792296,yes,no,24.81934729198171,yes
6.782329983125268,yes,non,yes,no,4.58257569495584,no,no,23.790754506740637,yes
7.615773105863909,yes,non,yes,no,56.22277118748239,no,no,23.280893453645632,yes
7.745966692414834,non,non,yes,no,33.03028912982749,no,no,21.0,yes
6.4031242374328485,yes,non,yes,no,0.0,no,no,22.561028345356956,yes
7.3484692283495345,yes,yes,yes,no,10.677078252031311,no,no,21.400934559032695,yes
5.916079783099616,yes,yes,yes,no,,yes,no,23.2379000772445,yes
5.196152422706632,yes,non,yes,no,22.11334438749598,yes,no,18.867962264113206,yes
5.744562646538029,non,yes,yes,no,,no,no,21.93171219946131,yes
5.916079783099616,yes,non,yes,no,42.33202097703345,yes,no,25.099800796022265,yes
7.14142842854285,non,non,yes,no,0.0,no,no,23.958297101421877,yes
7.416198487095663,yes,non,yes,no,8.774964387392123,no,no,21.517434791350013,yes
5.916079783099616,yes,yes,yes,no,41.60528812542944,no,no,19.0,yes
7.745966692414834,yes,non,yes,no,0.0,no,no,24.55605831561735,yes
7.0710678118654755,yes,yes,yes,no,48.09365862564419,no,no,23.515952032609693,yes
7.681145747868608,non,yes,yes,no,58.30951894845301,yes,no,22.693611435820433,yes
6.48074069840786,yes,yes,yes,no,30.347981810987037,no,no,23.043437243605823,yes
7.416198487095663,yes,yes,yes,no,13.0,no,yes,24.859605789312106,yes
7.483314773547883,yes,non,yes,no,12.083045973594572,yes,no,20.46948949045872,yes
7.810249675906654,non,yes,yes,no,8.774964387392123,no,no,21.330729007701542,yes
6.708203932499369,yes,yes,yes,no,30.4138126514911,no,no,20.14944167960989,yes
6.557438524302,yes,non,yes,no,36.11094017053558,no,no,22.38302928559939,yes
6.708203932499369,yes,non,yes,no,1.0,no,no,22.135943621178654,yes
5.744562646538029,yes,non,yes,no,55.308227236099334,no,yes,21.95449840010015,yes
5.830951894845301,yes,non,yes,no,25.96150997149434,yes,no,24.228082879171435,yes
6.244997998398398,yes,non,yes,no,33.2264954516723,no,no,19.87460691435179,yes
7.745966692414834,yes,yes,yes,no,0.0,no,no,20.024984394500787,yes
6.4031242374328485,yes,yes,yes,no,15.198684153570664,no,no,18.76166303929372,yes
6.782329983125268,yes,non,yes,no,,yes,no,20.71231517720798,yes
5.744562646538029,yes,non,yes,no,28.30194339616981,no,no,18.466185312619388,yes
6.4031242374328485,yes,yes,yes,no,38.948684188300895,no,no,13.892443989449804,yes
7.745966692414834,yes,yes,yes,no,8.54400374531753,no,no,15.588457268119896,yes
5.916079783099616,yes,yes,yes,no,9.055385138137416,no,no,22.516660498395403,yes
6.164414002968976,yes,yes,yes,no,13.379088160259652,no,no,17.804493814764857,yes
5.744562646538029,yes,yes,yes,no,32.357379374726875,no,no,22.62741699796952,yes
5.5677643628300215,yes,non,yes,no,12.84523257866513,no,yes,22.869193252058544,yes
5.656854249492381,yes,non,yes,no,6.324555320336759,no,no,20.46948949045872,yes
7.211102550927978,yes,yes,yes,no,40.311288741492746,no,no,21.42428528562855,yes
5.656854249492381,yes,non,yes,no,21.97726097583591,no,no,24.08318915758459,yes
6.0,yes,yes,yes,no,3.0,no,no,19.6468827043885,yes
5.477225575051661,yes,yes,yes,no,11.445523142259598,yes,no,19.595917942265423,yes
7.54983443527075,yes,yes,yes,no,52.773099207835045,no,no,24.698178070456937,yes
7.280109889280518,yes,yes,yes,no,0.0,no,no,24.657656011875904,yes
5.916079783099616,yes,non,yes,no,18.81488772222678,no,no,21.071307505705477,yes
6.928203230275509,yes,yes,yes,no,26.81417535558385,no,yes,20.445048300260872,yes
6.855654600401044,yes,yes,yes,no,52.79204485526205,no,no,21.88606862823929,yes
7.745966692414834,non,yes,yes,no,52.172789842982326,no,no,22.494443758403985,yes
6.0,non,non,yes,no,29.512709126747417,no,no,19.8997487421324,yes
5.477225575051661,yes,yes,yes,no,29.154759474226505,no,no,22.516660498395403,yes
5.744562646538029,yes,yes,yes,no,56.94734409961539,no,no,20.952326839756964,yes
6.0,yes,non,yes,yes,3.4641016151377544,no,no,24.228082879171435,yes
6.324555320336759,non,non,yes,no,41.15823125451335,no,no,21.748563170931547,yes
7.0,yes,yes,yes,no,20.199009876724155,no,no,23.643180835073775,yes
5.5677643628300215,yes,non,yes,no,43.104524124504614,no,no,21.283796653792763,yes
6.0,yes,non,yes,no,7.681145747868608,no,no,22.93468988235943,yes
7.211102550927978,yes,non,yes,no,12.328828005937952,no,no,20.09975124224178,yes
6.557438524302,yes,yes,yes,no,48.815980989835694,no,no,19.467922333931785,yes
6.928203230275509,yes,non,yes,no,19.026297590440446,no,no,23.0,yes
7.416198487095663,non,yes,yes,no,57.7408001330082,no,no,25.13961017995307,yes
6.6332495807108,yes,yes,yes,no,24.979991993593593,no,no,23.49468024894146,yes
5.830951894845301,yes,yes,yes,no,54.12023651093923,no,no,22.759613353482084,yes
6.782329983125268,yes,yes,yes,no,21.354156504062622,no,yes,24.859605789312106,yes
5.656854249492381,yes,non,yes,no,0.0,no,no,24.37211521390788,yes
6.782329983125268,yes,yes,yes,no,36.78314831549904,no,no,22.97825058615211,yes
7.416198487095663,yes,non,yes,no,0.0,no,no,17.578395831246947,yes
5.477225575051661,yes,non,yes,no,39.25557285278104,no,no,21.702534414210707,yes
7.3484692283495345,yes,yes,yes,no,23.40939982143925,no,no,22.80350850198276,yes
7.615773105863909,non,yes,yes,no,35.22782990761707,no,no,13.92838827718412,yes
6.855654600401044,yes,yes,yes,no,24.49489742783178,no,no,17.029386365926403,yes
5.744562646538029,yes,yes,yes,no,37.57658845611187,yes,no,21.908902300206645,yes
6.324555320336759,yes,non,yes,no,5.196152422706632,no,no,21.61018278497431,yes
6.6332495807108,yes,yes,yes,no,34.583232931581165,no,no,23.49468024894146,yes
5.744562646538029,yes,non,yes,no,20.784609690826528,no,no,24.24871130596428,yes
5.744562646538029,yes,non,yes,no,12.767145334803704,yes,no,25.03996805109783,yes
6.082762530298219,yes,yes,yes,no,15.716233645501712,no,no,25.0,yes
7.416198487095663,yes,yes,yes,no,14.0,no,no,9.0,yes
5.656854249492381,yes,non,yes,no,22.84731931759173,no,no,24.0,yes
5.5677643628300215,yes,yes,yes,no,9.69535971483266,no,no,24.06241883103193,yes
6.4031242374328485,yes,yes,yes,no,31.064449134018133,no,no,18.33030277982336,yes
6.6332495807108,yes,yes,yes,no,16.34013463836819,no,no,22.80350850198276,yes
7.280109889280518,yes,yes,yes,no,5.0,no,no,22.97825058615211,yes
6.782329983125268,yes,yes,yes,no,16.522711641858304,no,no,23.769728648009423,yes
6.782329983125268,yes,yes,yes,no,43.81780460041329,no,no,24.576411454889016,yes
6.557438524302,yes,yes,yes,no,11.6619037896906,no,no,19.05255888325765,yes
5.744562646538029,yes,yes,yes,no,45.32107677449864,no,no,21.72556098240043,yes
5.656854249492381,yes,non,yes,no,43.382023926967726,no,no,22.293496809607955,yes
6.6332495807108,yes,yes,yes,no,28.142494558940577,no,no,25.099800796022265,yes
6.855654600401044,yes,yes,non,yes,12.727922061357855,no,no,19.131126469708992,yes
7.14142842854285,non,yes,yes,no,27.31300056749533,no,no,19.28730152198591,yes
6.782329983125268,yes,yes,yes,no,4.69041575982343,no,no,19.697715603592208,yes
6.4031242374328485,yes,yes,yes,no,15.198684153570664,no,no,20.688160865577203,yes
6.0,non,yes,yes,no,12.409673645990855,no,no,23.57965224510319,yes
5.830951894845301,yes,non,yes,no,17.204650534085253,no,no,24.677925358506133,yes
5.5677643628300215,yes,non,yes,no,0.0,no,no,24.1039415863879,yes
5.916079783099616,yes,non,yes,no,18.547236990991408,no,no,22.781571499789035,yes
6.6332495807108,yes,yes,yes,no,33.734255586866,no,no,22.869193252058544,yes
5.744562646538029,yes,non,yes,no,51.35172830587107,no,no,24.145392935299274,yes
5.830951894845301,yes,yes,yes,no,1.0,no,no,23.130067012440755,yes
6.782329983125268,yes,non,yes,no,,no,yes,16.431676725154983,yes
5.477225575051661,yes,yes,yes,no,42.24926034855522,no,no,15.329709716755891,yes
7.0,yes,yes,yes,no,0.0,no,no,14.933184523068078,yes
6.855654600401044,yes,non,yes,no,23.558437978779494,yes,yes,21.863211109075447,yes
6.557438524302,yes,yes,yes,no,35.4682957019364,no,no,17.663521732655695,yes
6.48074069840786,yes,non,yes,no,,yes,yes,22.781571499789035,yes
5.744562646538029,yes,yes,yes,no,58.68560300448484,yes,no,12.0,yes
5.291502622129181,yes,non,yes,no,48.48711168960263,no,no,12.529964086141668,yes
5.291502622129181,yes,yes,yes,no,11.090536506409418,no,yes,17.69180601295413,yes
6.324555320336759,yes,yes,yes,no,57.89645930452051,yes,no,11.74734012447073,yes
6.0,yes,yes,yes,no,0.0,yes,no,11.832159566199232,yes
6.6332495807108,yes,non,yes,no,20.71231517720798,yes,no,8.94427190999916,yes
7.483314773547883,yes,yes,yes,no,24.269322199023193,yes,no,22.759613353482084,yes
5.0990195135927845,yes,non,yes,no,38.01315561749642,no,no,13.07669683062202,yes
6.324555320336759,yes,non,yes,no,23.83275057562597,yes,no,10.583005244258365,yes
7.615773105863909,yes,non,yes,no,44.12482294582042,no,no,15.0996688705415,yes
6.082762530298219,yes,yes,yes,no,44.35087372307337,no,no,19.390719429665317,yes
6.0,yes,non,yes,no,57.043842787806646,yes,no,14.38749456993816,yes
6.244997998398398,yes,yes,yes,no,20.904544960366874,yes,no,12.24744871391589,yes
5.196152422706632,yes,yes,yes,no,48.25971404805462,no,no,11.445523142259598,yes
6.244997998398398,yes,yes,yes,no,41.916583830269374,no,no,11.180339887498947,yes
6.164414002968976,yes,yes,yes,no,19.621416870348583,yes,no,12.409673645990855,yes
6.557438524302,yes,yes,yes,no,10.3440804327886,yes,yes,11.61895003862225,yes
5.830951894845301,yes,yes,yes,no,31.811947441173732,yes,yes,23.2379000772445,yes
5.916079783099616,yes,non,yes,no,0.0,yes,no,13.07669683062202,yes
7.615773105863909,yes,non,yes,no,19.28730152198591,no,yes,3.3166247903554,yes
7.681145747868608,yes,non,yes,no,16.06237840420901,yes,no,16.30950643030009,yes
6.48074069840786,yes,non,yes,no,17.72004514666935,yes,no,15.297058540778355,yes
6.557438524302,non,yes,yes,no,29.32575659723036,no,no,11.489125293076055,yes
5.830951894845301,yes,yes,yes,no,0.0,yes,no,12.409673645990855,yes
6.164414002968976,yes,non,yes,no,49.69909455915671,no,no,15.066519173319364,yes
6.244997998398398,yes,yes,yes,no,36.15245496505044,yes,no,12.569805089976535,yes
7.615773105863909,non,non,yes,no,56.894639466297704,no,no,24.79919353527449,yes
7.0710678118654755,yes,non,yes,no,15.394804318340652,no,yes,13.0,yes
5.5677643628300215,yes,yes,yes,no,36.4828726939094,no,no,16.3707055437449,yes
6.082762530298219,yes,yes,yes,no,44.384682042344295,yes,no,15.905973720586866,yes
6.6332495807108,yes,yes,yes,no,26.570660511172846,no,no,14.2828568570857,yes
7.0,yes,yes,yes,no,15.7797338380595,no,no,15.297058540778355,yes
5.5677643628300215,yes,non,yes,no,52.98112871579842,no,no,12.409673645990855,yes
5.385164807134504,yes,non,yes,no,23.916521486202797,yes,no,17.86057109949175,yes
6.557438524302,yes,yes,yes,no,47.65501022977542,no,no,22.891046284519195,yes
6.928203230275509,yes,yes,yes,no,1.0,no,no,15.748015748023622,yes
5.830951894845301,yes,yes,yes,no,26.0,no,no,22.0454076850486,yes
5.291502622129181,yes,non,yes,no,12.649110640673518,no,no,12.569805089976535,yes
5.830951894845301,yes,yes,yes,no,29.9833287011299,yes,no,10.677078252031311,yes
6.855654600401044,yes,yes,yes,no,35.07135583350036,yes,no,19.44222209522358,yes
7.681145747868608,yes,yes,yes,no,0.0,no,no,22.22611077089287,yes
5.656854249492381,yes,non,yes,no,26.457513110645905,no,no,9.486832980505138,yes
5.5677643628300215,yes,non,yes,no,0.0,no,no,12.649110640673518,yes
